"gene_name","n_syn","n_mis","n_non","n_spl","n_ind","wmis_cv","wnon_cv","wspl_cv","wind_cv","pmis_cv","ptrunc_cv","pallsubs_cv","pind_cv","qmis_cv","qtrunc_cv","qallsubs_cv","qind_cv","pglobal_cv","qglobal_cv","Extreme"
"LRRN2",4,19,1,0,4,2.5106894190962,2.18978860953033,2.18978860953033,12.1025648162363,0.0406556708421203,0.510550923613623,0.121690336135409,0.00127364965635297,0.688988715810327,0.830632506380491,0.88233268998956,0.728082349991977,0.0015145930206194,0.274444505995959,FALSE
"ZC3HAV1",0,15,1,0,3,7.10011136384386,3.92073923311716,3.92073923311716,7.79317116864186,0.00311394678639965,0.325759059502642,0.012516051683268,0.0125072143394294,0.402346949973799,0.830632506380491,0.520581058756877,1,0.00152818287581014,0.274444505995959,FALSE
"FAM229B",0,0,1,0,2,0,16.0249230549944,16.0249230549944,40.7616989411447,0.369839711580835,0.0735579948144243,0.105913323103055,0.00153396481032551,0.779942921173982,0.830632506380491,0.879371234495588,0.751739945691426,0.00158000007741876,0.281122976737768,FALSE
"MET",5,9,1,5,4,0.755823616833698,3.88998612251853,3.88998612251853,6.56537318989201,0.589648269517727,0.0215809255373095,0.0179135400019831,0.00934878454729992,0.878551690087046,0.830632506380491,0.584119528514031,1,0.0016235709553748,0.286225132830111,FALSE
"ERN2",19,12,0,0,2,0.375940409241122,0,0,4.20861209760956,0.00584920424187874,0.00580602461809776,0.00185061007999898,0.0930946937614143,0.425361289502736,0.598247770829409,0.22121729700351,1,0.00166534273058461,0.290920235553762,FALSE
"USP28",2,8,9,0,0,1.53195446581153,10.0182381484786,10.0182381484786,0,0.494500859817989,8.74270205110106e-05,0.000175369640776135,1,0.841956715600409,0.030545411384356,0.0510591366235487,1,0.00169207407264738,0.292926985405333,FALSE
"DOP1B",7,28,0,0,4,1.91616170307001,0,0,5.53890971308171,0.0799758812185513,0.0623812537854378,0.0116335889405593,0.0155286834657389,0.711589773086314,0.830632506380491,0.503192201315415,1,0.0017377003907596,0.298139738471754,FALSE
"RPL22",0,5,0,0,1,14.3761848631143,0,0,24.6070121261803,0.00130082301960777,0.733758929135743,0.0046368787442832,0.0395521849329502,0.308840432229654,0.8316435694767,0.350796306890339,1,0.00176133313021365,0.299520154249429,FALSE
"PTEN",0,7,2,1,1,7.97343057740631,21.5581786346088,21.5581786346088,9.14351046612519,0.00634830360563454,0.00222119613975291,0.0018290691899352,0.101786725973376,0.434551736836227,0.356743730828449,0.221052789646508,1,0.00178519890328022,0.300915632679234,FALSE
"OR10G8",7,19,4,0,3,1.69858040878681,6.47913391105674,6.47913391105674,9.39912480234933,0.186109279894392,0.00787516506480479,0.0245521668420741,0.00778990480434526,0.71981961360633,0.707755201927357,0.644849590755187,1,0.0018287963580732,0.304166167256506,FALSE
"LTN1",3,9,1,6,3,1.09218800529777,5.65113377966675,5.65113377966675,5.35544620428991,0.877899993972704,0.00403621768408413,0.00628799407153136,0.0307186581127264,0.97744883285103,0.48466731714004,0.40009276083507,1,0.00184505194151097,0.304166167256506,FALSE
"NLRP14",6,47,1,1,4,2.66538836210673,0.908693400782394,0.908693400782394,4.67274569079923,0.00522908116424148,0.903338360695057,0.00770660534956569,0.025169031609559,0.424072907621314,0.925017874182028,0.431245312954369,1,0.00185196927399101,0.304166167256506,FALSE
"DYNLT5",0,11,0,0,1,9.49572138944886,0,0,9.95999160899713,0.000970947858926707,0.582224960704646,0.00210218854906774,0.0939822178849645,0.2743784420167,0.830632506380491,0.232759799298817,1,0.00188271289680819,0.306595008687002,FALSE
"NKX2-5",1,13,0,0,1,7.43662723860906,0,0,6.71055376626284,0.000509242892795303,0.613196708884506,0.00148756865782418,0.13523951707447,0.213507166512308,0.830632506380491,0.202731342757088,1,0.00191346899884504,0.308240028939975,FALSE
"NRXN1",15,89,4,0,5,2.19251648241461,0.821617847250387,0.821617847250387,1.93504792542023,0.00141647098872311,0.719169395061995,0.00118838996945914,0.171125930526054,0.310346097387939,0.830632506380491,0.184162110105861,1,0.00193206522689982,0.308240028939975,FALSE
"SFTPB",1,2,1,1,3,0.818464554281003,6.15953139185424,6.15953139185424,18.2266579067164,0.832052592104253,0.0790325590259237,0.15411017969764,0.00132637777786173,0.964733102275916,0.830632506380491,0.896241183646578,0.728219296554027,0.00194093690163077,0.308240028939975,FALSE
"PCDH11X",24,105,9,0,2,2.05086267207325,2.09372321766916,2.09372321766916,3.78013738795305,0.000499170028616658,0.0739595235874982,0.00196912619868794,0.109720789551303,0.213507166512308,0.830632506380491,0.225483072066656,1,0.00203954659596361,0.319918838413146,FALSE
"TGIF2LX",16,21,2,0,3,1.48408692073826,1.6105292475343,1.6105292475343,25.9237277076527,0.221191039431655,0.548692169773017,0.441641691465748,0.000494883840870455,0.729841822237405,0.830632506380491,0.896241183646578,0.448745146049752,0.00206069329310876,0.319918838413146,FALSE
"SCAF8",0,12,1,1,4,4.86041703833247,5.73215643525637,5.73215643525637,9.22367953453976,0.0264168681075133,0.112076129086954,0.0689257017507238,0.00317738952389493,0.637449398359851,0.830632506380491,0.84793616187062,1,0.00206442214629632,0.319918838413146,FALSE
"FIBP",0,1,2,1,1,1.35857716462479,32.9271542466889,32.9271542466889,9.62259469265732,0.814251879949585,0.00064820253827147,0.00231988047374621,0.0970575730113465,0.958755787652135,0.149051687870232,0.246291840792857,1,0.00211622766627551,0.325323446681201,FALSE
"DCAF4L2",23,41,5,0,5,1.06147704838968,1.58961670741348,1.58961670741348,12.8624438452668,0.814787628664997,0.369871721097688,0.668791565457473,0.000358079434774786,0.958755787652135,0.830632506380491,0.896241183646578,0.364650208625436,0.00223603871170275,0.337549899662039,FALSE
"RFC3",1,1,5,0,0,0.574961220054769,17.2086059360801,17.2086059360801,0,0.627867431150215,0.000220854730525577,0.000241788822203048,1,0.897367092375049,0.0643021894209013,0.0656562454042516,1,0.00225527214582322,0.337549899662039,FALSE
"ASPM",13,81,2,0,3,1.90986419280312,0.361111826138514,0.361111826138514,1.78527705282287,0.0146631646991439,0.126258925752844,0.000969200215939936,0.249505223656271,0.547250892871325,0.830632506380491,0.164815498668158,1,0.00225553607750173,0.337549899662039,FALSE
"WAC",0,7,6,0,0,4.13769833863957,24.6543388487318,24.6543388487318,0,0.0713902133746138,4.54878529734248e-05,0.000244661425400583,1,0.711589773086314,0.0213193800667642,0.0656562454042516,1,0.00227917659640753,0.337549899662039,FALSE
"FATE1",0,1,5,0,0,0.545450601045908,17.713513965483,17.713513965483,0,0.633566261581021,0.000542888451777523,0.000248943714710514,1,0.899225148278373,0.132052461890594,0.0656562454042516,1,0.00231474929277375,0.337549899662039,FALSE
"FRZB",1,6,2,4,0,2.18610987959167,18.3749618155559,18.3749618155559,0,0.277188799854629,5.57635236996257e-05,0.000248951376452755,1,0.748119809419248,0.0227585814681477,0.0656562454042516,1,0.00231481287196689,0.337549899662039,FALSE
"VWA5A",0,9,0,7,0,3.4313989723099,20.2846511228717,20.2846511228717,0,0.108221393132713,5.60621053588006e-05,0.000249422664160615,1,0.711589773086314,0.0227585814681477,0.0656562454042516,1,0.00231872329076754,0.337549899662039,FALSE
"ACVR2A",0,3,3,1,2,1.62224048306474,14.3318594377129,14.3318594377129,7.84617099336253,0.619675743501959,0.00283118488248479,0.00765211048068337,0.0332604693590554,0.893367025818414,0.402642073226104,0.431211011720855,1,0.00236090119498589,0.34110584483345,FALSE
"PROSER2",7,0,0,0,1,0,0,0,4.68791273708837,0.000389770329402017,0.275214797231167,0.00138802471779254,0.186009223460985,0.182678698775345,0.830632506380491,0.19450328796909,1,0.00239126996058081,0.342915250466574,FALSE
"ADNP2",2,17,3,0,3,3.40118431769319,7.47281150278285,7.47281150278285,7.22811934885832,0.018662820741603,0.0197219356032108,0.0176721128429475,0.0150626007215354,0.584628572400152,0.830632506380491,0.584119528514031,1,0.00245726317510986,0.349768660540082,FALSE
"MPPED2",2,30,2,0,0,6.1793557135112,3.09032845402981,3.09032845402981,0,5.46979316762286e-05,0.235240345014017,0.000272627181563401,1,0.0700716970060273,0.830632506380491,0.0707946475800312,1,0.00251018896501354,0.352863842554051,FALSE
"ZFHX4",50,221,20,0,9,1.54509239529054,1.47322632971189,1.47322632971189,3.40604950597999,0.00331528823579441,0.153684194217997,0.0130887066428483,0.020880818599308,0.402346949973799,0.830632506380491,0.525078469413306,1,0.00251573409814243,0.352863842554051,FALSE
"SRRM2",6,23,1,7,3,1.50819633194282,5.64006633261133,5.64006633261133,3.96769245090815,0.312369949878362,0.00116221475224032,0.00467251782229194,0.0594811211589385,0.75923361457913,0.235085459779474,0.352106284208478,1,0.00255363225412886,0.355584039096667,FALSE
"COL11A1",14,122,14,16,1,2.30211005730432,3.0561434169993,3.0561434169993,0.541344552967067,0.00058445630302606,0.000216123346675867,0.000371530398250663,0.760239994172562,0.233977339978099,0.0638927112265148,0.0892416016598094,1,0.00259065247854007,0.358143726817453,FALSE
"CCNQ",2,0,0,1,2,0,4.01263038496651,4.01263038496651,25.1898082811715,0.0670752487824987,0.286364614086649,0.0737505800893621,0.00388492030703936,0.711589773086314,0.830632506380491,0.851677371993499,1,0.00262382508030812,0.360138733880006,FALSE
"ZFP36L1",1,7,3,0,1,3.70986635150095,26.3899712723466,26.3899712723466,6.0585709821525,0.0549147260959149,0.000709323685341157,0.00195384310142399,0.148292710369171,0.706777367658098,0.156670849856502,0.225483072066656,1,0.00265012022800126,0.361168158165051,FALSE
"OR2L3",3,34,0,0,0,4.5999040866355,0,0,0,0.000259892231567305,0.361249334690731,0.000316945905273869,1,0.160218841903103,0.830632506380491,0.0796922857539026,1,0.00287050915989406,0.387244228720989,FALSE
"CCL15",0,8,0,0,0,16.750179770785,0,0,0,8.97116528749686e-05,0.690275141776936,0.000318342889242818,1,0.106210941160349,0.830632506380491,0.0796922857539026,1,0.00288176127743034,0.387244228720989,FALSE
"MAP2K1",0,8,1,0,2,7.08822073347481,6.10870183912361,6.10870183912361,14.0476773232221,0.00832375048829104,0.20789795423974,0.027566220426641,0.0116703348766737,0.47985786896091,0.830632506380491,0.667996092169378,1,0.00290883285795784,0.38816758471193,FALSE
"CPS1",20,59,1,0,4,1.14996892784782,0.124970822099387,0.124970822099387,3.00303574319102,0.574981528723278,0.00459107067661157,0.00421405496925842,0.0774494059633447,0.871956377863747,0.51591821123841,0.335107754871013,1,0.0029463468713864,0.390462079176283,FALSE
"HOXB1",1,18,0,0,0,7.55102803619388,0,0,0,0.000181064020889687,0.492858538420195,0.000330090913955194,1,0.14497192605901,0.830632506380491,0.0813208590072182,1,0.00297614669989221,0.391709828665265,FALSE
"PLA2G5",8,0,0,0,1,0,0,0,12.1168623648471,0.00175615756731862,0.179803561643664,0.00432985336236802,0.0781499627928819,0.334063952159571,0.830632506380491,0.336207680168761,1,0.00304247303066008,0.397715386103157,FALSE
"PAPOLA",0,15,0,0,1,8.02992759214341,0,0,3.30758172745993,0.00146249140283872,0.44154272443227,0.00137844286664102,0.249892495564309,0.315766683111784,0.830632506380491,0.19450328796909,1,0.00309104319066111,0.401334364538811,FALSE
"SNIP1",0,14,0,0,0,11.3675887417608,0,0,0,0.000153124803503379,0.609078397636915,0.000363537936445391,1,0.140116486862902,0.830632506380491,0.088427151730818,1,0.00324262275784304,0.418189522917529,FALSE
"MYH6",26,42,0,0,1,0.790154821210278,0,0,1.11259417573422,0.341357277177534,0.00013521389878357,0.000681686642881707,0.542762263105648,0.769585813503377,0.0425945947381162,0.131970288798928,1,0.00329369368348453,0.421944118812259,FALSE
"EDNRB",2,13,0,0,3,2.89291779992268,0,0,9.37923601130954,0.0539654568760848,0.307187168237901,0.0509459469501801,0.00783233961771393,0.703422899562261,0.830632506380491,0.791458192148622,1,0.00352199627317118,0.448007603627094,FALSE
"SLC17A9",1,11,0,1,2,5.28369512516582,3.77811468427842,3.77811468427842,11.3270811615522,0.0062677167862113,0.315267703709789,0.0232117042925859,0.0173106517144587,0.433239013538979,0.830632506380491,0.636121259418692,1,0.00354377371728343,0.448007603627094,FALSE
"SMC3",0,17,0,1,2,7.37538384481013,2.2116984110313,2.2116984110313,5.13440959269982,0.00206563185406416,0.553162815095089,0.00599320776373302,0.0679074864927257,0.34634059324242,0.830632506380491,0.390995804954913,1,0.00358419838801372,0.450156576627919,FALSE
"OR52K1",0,21,0,0,0,9.92297024471109,0,0,0,0.00016252338539946,0.647178894069958,0.000420867111190604,1,0.141956789719819,0.830632506380491,0.0974383422727547,1,0.00369234857248091,0.458738726120863,FALSE
"GAREM1",8,2,2,0,2,0.132978279743229,1.26817882943769,1.26817882943769,4.32148019368569,0.00220625727872226,0.766052586152901,0.00474194138487638,0.0893391545572792,0.350375536098569,0.839155540731624,0.353060847975598,1,0.00371390169183239,0.458738726120863,FALSE
"C12orf66",0,7,1,0,2,6.21589415755837,9.89776417313604,9.89776417313604,14.5791431594063,0.017519675608905,0.124496926512369,0.0390043428974065,0.0108952139843235,0.57845032044797,0.830632506380491,0.735836080151732,1,0.00372414869248827,0.458738726120863,FALSE
"IL22RA2",1,1,0,0,3,0.397255042052832,0,0,21.7852023679662,0.410891892556013,0.382964118685199,0.541186259570885,0.000807578397998684,0.797439776436592,0.830632506380491,0.896241183646578,0.574756536886767,0.00381783665580193,0.467283752725414,FALSE
"PSG4",1,16,0,0,2,4.2890735407013,0,0,7.08144609120746,0.0117237952596032,0.357416376701067,0.0111613909998287,0.0397041668581175,0.514348058695286,0.830632506380491,0.498854797756622,1,0.00386500684116775,0.467829547452546,FALSE
"FRG2C",8,33,0,0,1,2.29359192088541,0,0,3.27832696275135,0.0158206568036378,0.0565750203438314,0.00177826724141772,0.251721505933625,0.555006134405133,0.830632506380491,0.221052789646508,1,0.00389953365306672,0.467829547452546,FALSE
"MAP3K13",1,7,4,3,0,1.654344104972,12.4270654552796,12.4270654552796,0,0.477901105079705,0.000203050456111686,0.000452026755111801,1,0.830277578435431,0.0609658994475338,0.103058030295003,1,0.00393343248940314,0.467829547452546,FALSE
"NFIB",4,1,0,1,3,0.153977375936729,1.11237773245596,1.11237773245596,11.5587455643997,0.0397849897897653,0.922898140094801,0.100159356182983,0.00454695013509565,0.688988715810327,0.940917373729929,0.87606464099332,1,0.00395955068185749,0.467829547452546,FALSE
"OXT",0,6,0,0,0,21.1892615670798,0,0,0,9.94898491302187e-05,0.81065571130038,0.000455866599452293,1,0.106210941160349,0.860722414660896,0.103058030295003,1,0.0039629898209973,0.467829547452546,FALSE
"CYC1",1,9,0,0,1,7.20424466140047,0,0,10.3353748390503,0.00175089480936397,0.612586962915741,0.00502927467462932,0.0907817040669217,0.334063952159571,0.830632506380491,0.364979954531487,1,0.00396837095309976,0.467829547452546,FALSE
"HOXA5",7,13,0,0,2,2.51761420597339,0,0,16.5754638735309,0.0335583068024007,0.371346189758589,0.0554333286753206,0.0085795440515289,0.664800436613332,0.830632506380491,0.812171749267409,1,0.00411432795738709,0.482078817250916,FALSE
"ZNF677",0,12,3,2,2,4.41826777689881,13.2051719839891,13.2051719839891,5.02281972868722,0.038883716035427,0.00183697595028087,0.00682019051107152,0.0703637693188293,0.685355194348996,0.315172588041047,0.410836303638716,1,0.00414722008645196,0.482891315225028,FALSE
"GJA9",2,6,4,0,2,1.41227688454255,9.01395745495515,9.01395745495515,8.34078959149684,0.602703445753228,0.00479201501838422,0.0161604350695772,0.0298924935222589,0.886320457151146,0.531375361674319,0.557056146255798,1,0.00417152156158174,0.482891315225028,FALSE
"SKAP2",0,4,5,1,0,2.5930820977141,20.0768649696031,20.0768649696031,0,0.290645921956964,0.00013082763939043,0.000493908031107715,1,0.753678395390432,0.0418997319754416,0.107707911027235,1,0.00425410950470051,0.487067708440588,FALSE
"VSTM2A",2,21,0,0,1,4.45576145048905,0,0,3.04841063281678,0.00238358893060098,0.300011152117994,0.00186474863834929,0.267076818002118,0.357836288206472,0.830632506380491,0.22121729700351,1,0.00428548217996261,0.487067708440588,FALSE
"CSAD",0,4,5,0,0,2.94262581822706,25.719964620568,25.719964620568,0,0.229074190056339,0.000105341597478881,0.000498601062526971,1,0.731176636528834,0.0349007609854168,0.107707911027235,1,0.00428981608363777,0.487067708440588,FALSE
"YARS2",0,13,0,0,0,11.3125152512897,0,0,0,0.000197115237439482,0.623810206064388,0.000502613500515281,1,0.14568332317835,0.830632506380491,0.107707911027235,1,0.0043203093737505,0.487067708440588,FALSE
"MAP2K4",0,5,2,3,0,3.81095229222944,26.1626573989182,26.1626573989182,0,0.113844338879757,9.75247314177752e-05,0.000504460449232469,1,0.711589773086314,0.0328778112091924,0.107707911027235,1,0.00433433483260515,0.487067708440588,FALSE
"SAMHD1",2,12,0,0,2,3.44232505331589,0,0,10.2190989426488,0.0257133182564794,0.3033123242518,0.0245832998973379,0.0208448940671721,0.635066114619577,0.830632506380491,0.644849590755187,1,0.00439482480303799,0.490993915204523,FALSE
"ITGAX",10,45,4,4,3,2.23744048197708,2.9476925213792,2.9476925213792,5.05949492672776,0.00877787595049828,0.0258401815141396,0.0148739411154588,0.0349671740858543,0.481865251613643,0.830632506380491,0.553662614398575,1,0.00445282830996985,0.4945985480022,FALSE
"RSPH4A",3,0,0,0,2,0,0,0,6.62690848584401,0.00437466687618715,0.188804221815836,0.0118897428025637,0.0444601991056667,0.408928314013086,0.830632506380491,0.507718439320143,1,0.00451718765719833,0.496524677201321,FALSE
"CPEB1",3,10,6,1,0,1.90936773095489,10.9126698701208,10.9126698701208,0,0.238256074662629,0.000110020529971555,0.000529237946162331,1,0.73373314420047,0.0358331271853119,0.110541699711471,1,0.00452184734129013,0.496524677201321,FALSE
"LRP2",24,76,1,0,3,0.945015768945705,0.0926352794146415,0.0926352794146415,1.21551655184394,0.805677201610714,0.000557269357810086,0.00131149681057674,0.408182745502917,0.957045406456755,0.133856099745983,0.190661487990722,1,0.00456777408610565,0.496861848193022,FALSE
"OR2F2",5,10,4,0,2,1.24024525150532,8.11936797085809,8.11936797085809,7.50988104606269,0.666834541669882,0.00414312118438775,0.0149505119671604,0.03588548596625,0.911566660932521,0.49144578197034,0.553662614398575,1,0.00457663130360975,0.496861848193022,FALSE
"BMP10",10,9,0,0,3,0.548832609478976,0,0,11.6396532608253,0.175426924984817,0.0774830161024351,0.121331972256617,0.00446398237164606,0.712537613159884,0.830632506380491,0.88233268998956,1,0.00461514319226553,0.498228042598732,FALSE
"PRDM14",1,25,0,0,0,5.84428618327516,0,0,0,0.000778433072665452,0.35009987791688,0.000546299850359033,1,0.264096669639477,0.830632506380491,0.112026569980307,1,0.00465029146480977,0.499217881496004,FALSE
"PRSS54",6,0,0,2,0,0,1.95374459576176,1.95374459576176,0,0.000432357947347306,0.431518751103737,0.000559666461183883,1,0.197814055148234,0.830632506380491,0.112026569980307,1,0.00475054381773099,0.505724024337042,FALSE
